,match_id,home_team_player_1,home_team_player_2,home_team_player_3,home_team_player_4,home_team_player_5,home_team_player_6,home_team_player_7,home_team_player_8,home_team_player_9,home_team_player_10,home_team_player_11,away_team_player_1,away_team_player_2,away_team_player_3,away_team_player_4,away_team_player_5,away_team_player_6,away_team_player_7,away_team_player_8,away_team_player_9,away_team_player_10,away_team_player_11,stadium_name,weather,temperature,humidity
1883,5298,GK 榎本 達也 16,DF 小村 徳男 5,DF ユーリッチ 31,DF 波戸 康広 4,MF 安藤 正裕 12,MF 上野 良治 6,MF 遠藤 彰弘 18,MF 永山 邦夫 13,MF 中村 俊輔 10,FW 外池 大亮 19,FW エジミウソン 30,GK 本並 健治 21,DF 山田 卓也 2,DF 中澤 佑二 22,DF 米山 篤志 5,DF 杉山 弘一 15,MF 石塚 啓次 13,MF 林 健太郎 4,MF キム トグン 23,MF 平本 一樹 25,FW 廣長 優志 14,FW キム ヒョンソク 10,横浜市三ツ沢公園球技場,晴,25.6,71%
1884,5297,GK 真田 雅則 1,DF 斉藤 俊秀 2,DF 森岡 隆三 11,DF 戸田 和幸 4,MF 市川 大祐 25,MF 伊東 輝悦 7,MF サントス 5,MF 吉田 康弘 28,MF アレックス 8,FW 平松 康平 13,FW 久保山 由清 15,GK 楢崎 正剛 1,DF 石川 康 31,DF 古賀 正紘 14,DF 大森 征之 15,DF 平岡 直起 36,MF 山口 素弘 6,MF ウリダ 7,MF 岡山 哲也 21,MF 滝澤 邦彦 13,FW ストイコビッチ 10,FW ウェズレイ 8,日本平スタジアム,曇,26.0,79%
1885,5301,GK 平井 直人 21,DF 野口 裕司 2,DF 大嶽 直人 4,DF エジーニョ・バイアーノ 5,DF 中村 忠 3,MF 望月 重良 8,MF 朴 智星 12,MF 遠藤 保仁 14,MF 平野 孝 35,FW ヘジス 10,FW 三浦 知良 11,GK 南 雄太 1,DF 渡辺 毅 4,DF 洪 明甫 20,DF 薩川 了洋 3,MF 渡辺 光輝 13,MF 下平 隆宏 5,MF 明神 智和 7,MF 平山 智規 6,MF 大野 敏隆 10,FW 北嶋 秀朗 9,FW 加藤 望 11,京都市西京極総合運動公園陸上競技場,曇時々晴,28.0,74%
1886,5309,GK 高桑 大二朗 21,DF 名良橋 晃 2,DF 羽田 憲司 24,DF 中田 浩二 5,DF 相馬 直樹 7,MF 熊谷 浩二 18,MF 本田 泰人 6,MF 小笠原 満男 17,MF ビスマルク 10,FW 柳沢 敦 13,FW 鈴木 隆行 30,GK 真田 雅則 1,DF 斉藤 俊秀 2,DF 大榎 克己 6,DF 古賀 琢磨 3,MF 市川 大祐 25,MF 伊東 輝悦 7,MF サントス 5,MF 平松 康平 13,MF 吉田 康弘 28,FW 久保山 由清 15,FW 安永 聡太郎 9,国立霞ヶ丘競技場,晴,18.3,53%
1887,5308,GK 本並 健治 21,DF 菊池 利三 32,DF 中澤 佑二 22,DF 米山 篤志 5,DF 三上 和良 6,MF 林 健太郎 4,MF キム トグン 23,MF 山田 卓也 2,MF 石塚 啓次 13,FW キム ヒョンソク 10,FW 飯尾 一慶 20,GK 小島 伸幸 30,DF 平島 崇 39,DF 前田 浩二 26,DF 小島 光顕 4,DF 三浦 泰年 5,MF ビスコンティ 43,MF 野田 知 7,MF バデア 11,MF 久永 辰徳 24,FW モントージャ 9,FW 服部 浩紀 42,等々力陸上競技場,曇,17.6,37%
1888,5310,GK 武田 治郎 16,DF 崔 成勇 5,DF 土屋 征夫 4,DF 海本 慶治 2,DF 松尾 直人 26,MF 菅原 智 23,MF 吉村 光示 15,MF 森岡 茂 14,MF 河 錫舟 17,FW 布部 陽功 8,FW 和多田 充寿 11,GK 川口 能活 1,DF 小村 徳男 5,DF 松田 直樹 3,DF 波戸 康広 4,MF 永山 邦夫 13,MF 上野 良治 6,MF 遠藤 彰弘 18,MF 木島 良輔 17,MF 中村 俊輔 10,FW 城 彰二 31,FW 外池 大亮 19,神戸総合運動公園ユニバー記念競技場,曇,17.3,48%
1889,5305,GK ヴァン ズワム 30,DF 鈴木 秀人 2,DF 田中 誠 5,DF 服部 年宏 6,MF 西 紀寛 26,MF 福西 崇史 23,MF 名波 浩 16,MF 山西 尊裕 14,MF 藤田 俊哉 10,FW 中山 雅史 9,FW 高原 直泰 19,GK 土肥 洋一 20,DF 内藤 就行 2,DF 山尾 光則 4,DF サンドロ 3,DF 藤山 竜仁 8,MF 浅利 悟 7,MF 小池 知己 16,MF 増田 忠俊 13,MF 小林 成光 24,FW ツゥット 9,FW 神野 卓哉 15,ジュビロ磐田スタジアム,曇,19.6,44%
1890,5307,GK 楢崎 正剛 1,DF 石川 康 31,DF 大森 征之 15,DF 平岡 靖成 35,DF 小川 誠一 2,MF 山口 素弘 6,MF ウリダ 7,MF 滝澤 邦彦 13,MF ストイコビッチ 10,FW ウェズレイ 8,FW 呂比須 ワグナー 30,GK 平井 直人 21,DF 大嶽 直人 4,DF エジーニョ・バイアーノ 5,DF 手島 和希 17,MF 野口 裕司 2,MF 望月 重良 8,MF 遠藤 保仁 14,MF 平野 孝 35,MF 朴 智星 12,FW 松井 大輔 26,FW 三浦 知良 11,名古屋市瑞穂陸上競技場,曇,16.3,43%
1891,5312,GK 櫛野 亮 17,DF 中田 一三 3,DF オラロイ 24,DF 茶野 隆行 4,MF 山口 智 5,MF 井幡 博康 15,MF 中西 永輔 2,MF 酒井 友之 6,FW 佐藤 寿人 25,FW ベンソン 16,FW バロン 10,GK 下川 誠吾 1,DF 清水 和男 17,DF 藏田 茂樹 5,DF 斎藤 大輔 15,DF 鈴木 悟 14,MF 田坂 和昭 4,MF 尹 晶煥 6,MF 盧 廷潤 10,MF 西谷 正也 11,FW 真中 靖夫 12,FW 上村 崇士 18,市原臨海競技場,晴,16.6,54%
1892,5306,GK 南 雄太 1,DF 渡辺 毅 4,DF 洪 明甫 20,DF 薩川 了洋 3,MF 渡辺 光輝 13,MF 下平 隆宏 5,MF 明神 智和 7,MF 平山 智規 6,MF 大野 敏隆 10,FW 加藤 望 11,FW 北嶋 秀朗 9,GK 下田 崇 1,DF ポポヴィッチ 18,DF 伊藤 哲也 5,DF 上村 健一 19,MF 沢田 謙太郎 3,MF 桑原 裕義 4,MF 服部 公太 17,MF 森﨑 和幸 20,MF コリカ 34,FW 藤本 主税 11,FW 久保 竜彦 10,日立柏サッカー場,晴,15.0,58%
1893,5311,GK 都築 龍太 23,DF 柳本 啓成 33,DF ダンブリー 20,DF 宮本 恒靖 5,DF 新井場 徹 17,MF ビタウ 10,MF 木場 昌雄 15,MF 森下 仁志 8,MF 山口 貴之 14,FW 吉原 宏太 18,FW ニーノ ブーレ 9,GK 浦上 壮史 1,DF 奥野 僚右 4,DF 西澤 淳二 31,DF ダニエル 36,MF 原田 武男 34,MF 鬼木 達 7,MF 久野 智昭 23,MF 塩川 岳人 24,MF リカルジーニョ 37,FW 我那覇 和樹 27,FW ルイス 38,万博記念競技場,曇時々晴,15.0,54%
1894,5320,GK 土肥 洋一 20,DF 小峯 隆幸 26,DF 山尾 光則 4,DF 古邊 芳昇 5,DF 藤山 竜仁 8,MF 浅利 悟 7,MF 小池 知己 16,MF 増田 忠俊 13,MF 小林 成光 24,FW ツゥット 9,FW 神野 卓哉 15,GK 本並 健治 21,DF 山田 卓也 2,DF 中澤 佑二 22,DF 米山 篤志 5,DF 三上 和良 6,MF 林 健太郎 4,MF キム トグン 23,MF 桜井 直人 16,MF 石塚 啓次 13,FW キム ヒョンソク 10,FW 廣長 優志 14,駒沢陸上競技場,晴,19.2,32%
1895,5316,GK 都築 龍太 23,DF 柳本 啓成 33,DF ダンブリー 20,DF 宮本 恒靖 5,DF 新井場 徹 17,MF ビタウ 10,MF 稲本 潤一 6,MF 小島 宏美 11,MF 山口 貴之 14,FW 吉原 宏太 18,FW ニーノ ブーレ 9,GK 南 雄太 1,DF 渡辺 毅 4,DF 洪 明甫 20,DF 薩川 了洋 3,MF 渡辺 光輝 13,MF 下平 隆宏 5,MF 明神 智和 7,MF 平山 智規 6,MF 大野 敏隆 10,FW 北嶋 秀朗 9,FW 加藤 望 11,万博記念競技場,晴時々曇,15.3,52%
1896,5314,GK 川口 能活 1,DF 小村 徳男 5,DF 松田 直樹 3,DF 波戸 康広 4,MF 永山 邦夫 13,MF 上野 良治 6,MF 遠藤 彰弘 18,MF 木島 良輔 17,MF 中村 俊輔 10,FW 柳 想鐵 8,FW 城 彰二 31,GK 下川 健一 1,DF 中田 一三 3,DF 茶野 隆行 4,DF 喜多 靖 33,MF 中西 永輔 2,MF 山口 智 5,MF 大柴 克友 9,MF 井幡 博康 15,FW 武藤 真一 7,FW バロン 10,FW ベンソン 16,横浜国際総合競技場,晴のち曇,18.6,34%
1897,5313,GK 真田 雅則 1,DF 斉藤 俊秀 2,DF 大榎 克己 6,DF 森岡 隆三 11,MF 市川 大祐 25,MF 伊東 輝悦 7,MF サントス 5,MF 澤登 正朗 10,MF 吉田 康弘 28,FW 久保山 由清 15,FW アレックス 8,GK ヴァン ズワム 30,DF 鈴木 秀人 2,DF 田中 誠 5,DF 服部 年宏 6,MF 西 紀寛 26,MF 福西 崇史 23,MF 名波 浩 16,MF 山西 尊裕 14,MF 藤田 俊哉 10,FW 奥 大介 8,FW 中山 雅史 9,日本平スタジアム,晴,21.0,51%
1898,5315,GK 下田 崇 1,DF ポポヴィッチ 18,DF 伊藤 哲也 5,DF 上村 健一 19,MF 沢田 謙太郎 3,MF 桑原 裕義 4,MF 服部 公太 17,MF コリカ 34,MF 藤本 主税 11,FW 栗原 圭介 33,FW 久保 竜彦 10,GK 楢崎 正剛 1,DF 飯島 寿久 4,DF 大森 征之 15,DF 平岡 靖成 35,MF 藤田 泰成 33,MF 山口 素弘 6,MF ウリダ 7,MF 小川 誠一 2,MF ストイコビッチ 10,FW ウェズレイ 8,FW 呂比須 ワグナー 30,広島ビッグアーチ,晴,17.3,54%
1899,5317,GK 平井 直人 21,DF 大嶽 直人 4,DF エジーニョ・バイアーノ 5,DF 手島 和希 17,MF 野口 裕司 2,MF 望月 重良 8,MF 遠藤 保仁 14,MF 平野 孝 35,MF 朴 智星 12,FW 松井 大輔 26,FW 三浦 知良 11,GK 高桑 大二朗 21,DF 内田 潤 23,DF 秋田 豊 3,DF ファビアーノ 4,DF 相馬 直樹 7,MF 本田 泰人 6,MF 中田 浩二 5,MF 熊谷 浩二 18,MF 小笠原 満男 17,FW 平瀬 智行 9,FW 鈴木 隆行 30,京都市西京極総合運動公園陸上競技場,曇,15.3,52%
1900,5319,GK 浦上 壮史 1,DF 奥野 僚右 4,DF 箕輪 義信 5,DF 森川 拓巳 29,MF 原田 武男 34,MF 鬼木 達 7,MF 久野 智昭 23,MF 長橋 康弘 20,MF 今野 章 28,MF 伊藤 彰 19,FW 我那覇 和樹 27,GK 下川 誠吾 1,DF 久藤 清一 30,DF 藏田 茂樹 5,DF 斎藤 大輔 15,DF 鈴木 悟 14,MF 田坂 和昭 4,MF 尹 晶煥 6,MF 西谷 正也 11,MF 真中 靖夫 12,FW 上村 崇士 18,FW 杉本 倫治 27,等々力陸上競技場,曇,16.3,36%
1901,5318,GK 小島 伸幸 30,DF 平島 崇 39,DF 前田 浩二 26,DF 小島 光顕 4,DF 三浦 泰年 5,MF ビスコンティ 43,MF 野田 知 7,MF バデア 11,MF 久永 辰徳 24,FW モントージャ 9,FW 服部 浩紀 42,GK 武田 治郎 16,DF 吉村 光示 15,DF 土屋 征夫 4,DF 海本 慶治 2,DF 松尾 直人 26,MF 長谷部 茂利 10,MF 茂原 岳人 25,MF 森岡 茂 14,MF 河 錫舟 17,FW 和多田 充寿 11,FW 布部 陽功 8,東平尾公園博多の森球技場,曇,15.9,54%
1902,5326,GK 高桑 大二朗 21,DF 名良橋 晃 2,DF 秋田 豊 3,DF ファビアーノ 4,DF 相馬 直樹 7,MF 本田 泰人 6,MF 中田 浩二 5,MF 熊谷 浩二 18,MF 小笠原 満男 17,FW 平瀬 智行 9,FW 鈴木 隆行 30,GK 下田 崇 1,DF 桑原 裕義 4,DF 伊藤 哲也 5,DF 上村 健一 19,MF 沢田 謙太郎 3,MF 森保 一 7,MF 服部 公太 17,MF コリカ 34,MF 藤本 主税 11,FW 栗原 圭介 33,FW 久保 竜彦 10,鳥取市営サッカー場バードスタジアム,曇,18.6,40%
1903,5325,GK 本並 健治 21,DF 梅山 修 33,DF 中澤 佑二 22,DF 米山 篤志 5,DF 三上 和良 6,MF 林 健太郎 4,MF キム トグン 23,MF 山田 卓也 2,MF 石塚 啓次 13,FW 桜井 直人 16,FW キム ヒョンソク 10,GK 真田 雅則 1,DF 斉藤 俊秀 2,DF 大榎 克己 6,DF 森岡 隆三 11,MF 市川 大祐 25,MF 澤登 正朗 10,MF サントス 5,MF 吉田 康弘 28,MF アレックス 8,FW 横山 貴之 17,FW 安永 聡太郎 9,熊本市水前寺競技場,晴,18.6,41%
1904,5323,GK 楢崎 正剛 1,DF 藤田 泰成 33,DF 大森 征之 15,DF 平岡 靖成 35,DF 小川 誠一 2,MF 岩田 昌浩 27,MF 山口 素弘 6,MF ウリダ 7,MF ストイコビッチ 10,FW 原 竜太 20,FW 福田 健二 18,GK 都築 龍太 23,DF ダンブリー 20,DF 宮本 恒靖 5,DF 木場 昌雄 15,MF 柳本 啓成 33,MF 新井場 徹 17,MF 稲本 潤一 6,MF 二川 孝広 16,MF 山口 貴之 14,FW 吉原 宏太 18,FW ニーノ ブーレ 9,名古屋市瑞穂陸上競技場,晴時々曇,16.0,38%
1905,5324,GK 下川 誠吾 1,DF 久藤 清一 30,DF 藏田 茂樹 5,DF 斎藤 大輔 15,DF 清水 和男 17,MF 田坂 和昭 4,MF 尹 晶煥 6,MF 西谷 正也 11,MF 真中 靖夫 12,FW 杉本 倫治 27,FW 西澤 明訓 9,GK 川口 能活 1,DF 小村 徳男 5,DF 松田 直樹 3,DF 波戸 康広 4,MF 木島 良輔 17,MF 上野 良治 6,MF 遠藤 彰弘 18,MF 三浦 淳宏 9,MF 中村 俊輔 10,FW 柳 想鐵 8,FW エジミウソン 30,長居スタジアム,曇,16.6,39%
1906,5327,GK 掛川 誠 1,DF 吉村 光示 15,DF 土屋 征夫 4,DF 海本 慶治 2,DF 松尾 直人 26,MF 長谷部 茂利 10,MF 茂原 岳人 25,MF 河 錫舟 17,MF 森岡 茂 14,FW 布部 陽功 8,FW ファビーニョ 33,GK 土肥 洋一 20,DF 小峯 隆幸 26,DF 山尾 光則 4,DF サンドロ 3,DF 藤山 竜仁 8,MF 浅利 悟 7,MF 浅野 哲也 6,MF 佐藤 由紀彦 14,MF 小林 成光 24,FW ツゥット 9,FW 神野 卓哉 15,神戸総合運動公園ユニバー記念競技場,晴,14.5,39%
1907,5321,GK ヴァン ズワム 30,DF 鈴木 秀人 2,DF 大岩 剛 3,DF 服部 年宏 6,MF 奥 大介 8,MF 福西 崇史 23,MF 名波 浩 16,MF 山西 尊裕 14,MF 藤田 俊哉 10,FW 川口 信男 13,FW 中山 雅史 9,GK 平井 直人 21,DF 大嶽 直人 4,DF エジーニョ・バイアーノ 5,DF 手島 和希 17,MF 野口 裕司 2,MF 望月 重良 8,MF 遠藤 保仁 14,MF 平野 孝 35,MF 松井 大輔 26,FW ヘジス 10,FW 三浦 知良 11,ジュビロ磐田スタジアム,晴,14.0,44%
1908,5328,GK 下川 健一 1,DF 茶野 隆行 4,DF オラロイ 24,DF 中田 一三 3,MF 大柴 克友 9,MF 井幡 博康 15,MF 山口 智 5,MF 中西 永輔 2,FW 武藤 真一 7,FW 小倉 隆史 31,FW ベンソン 16,GK 小島 伸幸 30,DF 平島 崇 39,DF 前田 浩二 26,DF 小島 光顕 4,DF 三浦 泰年 5,MF ビスコンティ 43,MF 野田 知 7,MF 石丸 清隆 8,MF 久永 辰徳 24,FW モントージャ 9,FW 服部 浩紀 42,市原臨海競技場,晴,17.6,38%
1909,5322,GK 南 雄太 1,DF 渡辺 毅 4,DF 洪 明甫 20,DF 薩川 了洋 3,MF 渡辺 光輝 13,MF 萩村 滋則 2,MF 明神 智和 7,MF 平山 智規 6,MF 大野 敏隆 10,FW 北嶋 秀朗 9,FW 黄 善洪 31,GK 浦上 壮史 1,DF 奥野 僚右 4,DF ダニエル 36,DF 森川 拓巳 29,MF 原田 武男 34,MF 大石 鉄也 25,MF 久野 智昭 23,MF 長橋 康弘 20,MF 今野 章 28,MF 伊藤 彰 19,FW 我那覇 和樹 27,日立柏サッカー場,晴,12.0,39%
1910,5335,GK 浦上 壮史 1,DF 奥野 僚右 4,DF 西澤 淳二 31,DF ダニエル 36,MF 原田 武男 34,MF 大塚 真司 16,MF 久野 智昭 23,MF 長橋 康弘 20,MF 今野 章 28,FW 浦田 尚希 13,FW 我那覇 和樹 27,GK 川口 能活 1,DF 小村 徳男 5,DF 松田 直樹 3,DF 波戸 康広 4,MF 木島 良輔 17,MF 上野 良治 6,MF 遠藤 彰弘 18,MF 三浦 淳宏 9,MF 中村 俊輔 10,FW 柳 想鐵 8,FW 城 彰二 31,等々力陸上競技場,晴,13.0,50%
1911,5329,GK 真田 雅則 1,DF 斉藤 俊秀 2,DF 大榎 克己 6,DF 戸田 和幸 4,MF 市川 大祐 25,MF 澤登 正朗 10,MF サントス 5,MF 伊東 輝悦 7,MF 吉田 康弘 28,FW 久保山 由清 15,FW 安永 聡太郎 9,GK 掛川 誠 1,DF 崔 成勇 5,DF 土屋 征夫 4,DF 海本 慶治 2,DF 松尾 直人 26,MF 長谷部 茂利 10,MF 茂原 岳人 25,MF 森岡 茂 14,MF 布部 陽功 8,FW 黒崎 久志 9,FW 和多田 充寿 11,日本平スタジアム,晴,15.0,61%
1912,5333,GK 平井 直人 21,DF 大嶽 直人 4,DF エジーニョ・バイアーノ 5,DF 佐藤 尽 6,MF 野口 裕司 2,MF 望月 重良 8,MF 遠藤 保仁 14,MF 冨田 晋矢 24,MF 松井 大輔 26,FW ヘジス 10,FW 三浦 知良 11,GK 本並 健治 21,DF 梅山 修 33,DF 中澤 佑二 22,DF 米山 篤志 5,DF 三上 和良 6,MF 廣長 優志 14,MF キム トグン 23,MF 山田 卓也 2,MF 石塚 啓次 13,FW 桜井 直人 16,FW キム ヒョンソク 10,京都市西京極総合運動公園陸上競技場,晴,15.3,55%
1913,5330,GK 南 雄太 1,DF 渡辺 毅 4,DF 洪 明甫 20,DF 萩村 滋則 2,MF 渡辺 光輝 13,MF 下平 隆宏 5,MF 明神 智和 7,MF 平山 智規 6,MF 大野 敏隆 10,FW 黄 善洪 31,FW 北嶋 秀朗 9,GK 楢崎 正剛 1,DF 石川 康 31,DF 大森 征之 15,DF 平岡 靖成 35,DF 小川 誠一 2,MF 山口 素弘 6,MF 岩田 昌浩 27,MF 滝澤 邦彦 13,MF 原 竜太 20,FW ストイコビッチ 10,FW 福田 健二 18,日立柏サッカー場,晴,13.3,52%
1914,5332,GK 都築 龍太 23,DF 柳本 啓成 33,DF ダンブリー 20,DF 宮本 恒靖 5,DF 新井場 徹 17,MF ビタウ 10,MF 稲本 潤一 6,MF 森下 仁志 8,MF 山口 貴之 14,FW 吉原 宏太 18,FW ニーノ ブーレ 9,GK 高桑 大二朗 21,DF 名良橋 晃 2,DF 秋田 豊 3,DF ファビアーノ 4,DF 相馬 直樹 7,MF 熊谷 浩二 18,MF 中田 浩二 5,MF 小笠原 満男 17,MF ビスマルク 10,FW 柳沢 敦 13,FW 鈴木 隆行 30,万博記念競技場,晴,17.3,47%
1915,5334,GK 小島 伸幸 30,DF 平島 崇 39,DF 前田 浩二 26,DF 小島 光顕 4,DF 三浦 泰年 5,MF ビスコンティ 43,MF 篠田 善之 6,MF バデア 11,MF 久永 辰徳 24,FW 江口 倫司 18,FW モントージャ 9,GK 下川 誠吾 1,DF 久藤 清一 30,DF 藏田 茂樹 5,DF 斎藤 大輔 15,DF 清水 和男 17,MF 田坂 和昭 4,MF 原 信生 23,MF 尹 晶煥 6,MF 盧 廷潤 10,FW 西谷 正也 11,FW 西澤 明訓 9,東平尾公園博多の森球技場,晴,16.6,50%
1916,5336,GK 土肥 洋一 20,DF 内藤 就行 2,DF 小峯 隆幸 26,DF サンドロ 3,DF 藤山 竜仁 8,MF 浅利 悟 7,MF 浅野 哲也 6,MF 増田 忠俊 13,MF 小林 成光 24,FW ツゥット 9,FW アマラオ 11,GK 櫛野 亮 17,DF 喜多 靖 33,DF オラロイ 24,DF 中田 一三 3,MF 酒井 友之 6,MF 山口 智 5,MF 武藤 真一 7,MF 中西 永輔 2,FW 大柴 克友 9,FW 小倉 隆史 31,FW ベンソン 16,国立霞ヶ丘競技場,晴,12.3,43%
1917,5331,GK 下田 崇 1,DF ポポヴィッチ 18,DF 伊藤 哲也 5,DF 上村 健一 19,MF 沢田 謙太郎 3,MF 桑原 裕義 4,MF 古賀 聡 13,MF 藤本 主税 11,MF 服部 公太 17,FW 栗原 圭介 33,FW 久保 竜彦 10,GK ヴァン ズワム 30,DF 鈴木 秀人 2,DF 田中 誠 5,DF 服部 年宏 6,MF 奥 大介 8,MF 福西 崇史 23,MF 名波 浩 16,MF 山西 尊裕 14,MF 藤田 俊哉 10,FW 中山 雅史 9,FW 川口 信男 13,広島ビッグアーチ,晴,15.3,50%
1918,5344,GK 櫛野 亮 17,DF 茶野 隆行 4,DF オラロイ 24,DF 喜多 靖 33,MF 酒井 友之 6,MF 山口 智 5,MF 武藤 真一 7,MF 中西 永輔 2,FW 林 丈統 13,FW バロン 10,FW 小倉 隆史 31,GK 真田 雅則 1,DF 森岡 隆三 11,DF 大榎 克己 6,DF 戸田 和幸 4,MF 市川 大祐 25,MF サントス 5,MF 伊東 輝悦 7,MF 吉田 康弘 28,MF アレックス 8,FW 久保山 由清 15,FW 安永 聡太郎 9,市原臨海競技場,晴,17.6,51%
1919,5337,GK ヴァン ズワム 30,DF 鈴木 秀人 2,DF 田中 誠 5,DF 服部 年宏 6,MF 奥 大介 8,MF 福西 崇史 23,MF 名波 浩 16,MF 山西 尊裕 14,MF 藤田 俊哉 10,FW 中山 雅史 9,FW 川口 信男 13,GK 都築 龍太 23,DF 柳本 啓成 33,DF ダンブリー 20,DF 宮本 恒靖 5,DF 新井場 徹 17,MF ビタウ 10,MF 稲本 潤一 6,MF 森下 仁志 8,MF 山口 貴之 14,FW 小島 宏美 11,FW ニーノ ブーレ 9,ジュビロ磐田スタジアム,晴,22.6,44%
1920,5341,GK 本並 健治 21,DF 梅山 修 33,DF 中澤 佑二 22,DF 米山 篤志 5,DF 三上 和良 6,MF 林 健太郎 4,MF キム トグン 23,MF 山田 卓也 2,MF 石塚 啓次 13,FW 廣長 優志 14,FW キム ヒョンソク 10,GK 下田 崇 1,DF ポポヴィッチ 18,DF 伊藤 哲也 5,DF 上村 健一 19,MF 沢田 謙太郎 3,MF 桑原 裕義 4,MF 服部 公太 17,MF 藤本 主税 11,MF コリカ 34,FW 栗原 圭介 33,FW 久保 竜彦 10,等々力陸上競技場,晴,20.3,47%
1921,5338,GK 楢崎 正剛 1,DF 石川 康 31,DF 大森 征之 15,DF 平岡 靖成 35,DF 小川 誠一 2,MF 岩田 昌浩 27,MF 山口 素弘 6,MF ウリダ 7,MF 原 竜太 20,FW ストイコビッチ 10,FW ウェズレイ 8,GK 浦上 壮史 1,DF 奥野 僚右 4,DF 西澤 淳二 31,DF 森川 拓巳 29,MF 原田 武男 34,MF 大塚 真司 16,MF 久野 智昭 23,MF 長橋 康弘 20,MF 今野 章 28,FW 浦田 尚希 13,FW 我那覇 和樹 27,名古屋市瑞穂陸上競技場,晴,19.3,56%
1922,5343,GK 武田 治郎 16,DF 吉村 光示 15,DF 土屋 征夫 4,DF 海本 慶治 2,DF 吉田 恵 3,MF 長谷部 茂利 10,MF 茂原 岳人 25,MF 森岡 茂 14,MF 河 錫舟 17,FW 布部 陽功 8,FW 黒崎 久志 9,GK 平井 直人 21,DF 大嶽 直人 4,DF エジーニョ・バイアーノ 5,DF 佐藤 尽 6,MF 野口 裕司 2,MF 望月 重良 8,MF 遠藤 保仁 14,MF 冨田 晋矢 24,MF 松井 大輔 26,FW ヘジス 10,FW 三浦 知良 11,神戸総合運動公園ユニバー記念競技場,晴,17.6,63%
1923,5340,GK 下川 誠吾 1,DF 久藤 清一 30,DF 藏田 茂樹 5,DF 斎藤 大輔 15,DF 清水 和男 17,MF 田坂 和昭 4,MF 原 信生 23,MF 尹 晶煥 6,MF 真中 靖夫 12,FW 西谷 正也 11,FW 西澤 明訓 9,GK 土肥 洋一 20,DF 内藤 就行 2,DF 小峯 隆幸 26,DF サンドロ 3,DF 藤山 竜仁 8,MF 浅利 悟 7,MF 喜名 哲裕 23,MF 増田 忠俊 13,MF 佐藤 由紀彦 14,FW ツゥット 9,FW アマラオ 11,大阪長居第２陸上競技場,晴,20.3,50%
1924,5342,GK 高桑 大二朗 21,DF 名良橋 晃 2,DF 秋田 豊 3,DF ファビアーノ 4,DF 相馬 直樹 7,MF 熊谷 浩二 18,MF 中田 浩二 5,MF 小笠原 満男 17,MF ビスマルク 10,FW 柳沢 敦 13,FW 鈴木 隆行 30,GK 南 雄太 1,DF 渡辺 毅 4,DF 洪 明甫 20,DF 薩川 了洋 3,MF 渡辺 光輝 13,MF 萩村 滋則 2,MF 明神 智和 7,MF 平山 智規 6,MF 大野 敏隆 10,FW 北嶋 秀朗 9,FW 黄 善洪 31,国立霞ヶ丘競技場,晴,17.6,51%
1925,5339,GK 川口 能活 1,DF 小村 徳男 5,DF 松田 直樹 3,DF 波戸 康広 4,MF 永山 邦夫 13,MF 上野 良治 6,MF 三浦 淳宏 9,MF 金子 勇樹 34,MF 永井 秀樹 7,FW 柳 想鐵 8,FW 城 彰二 31,GK 小島 伸幸 30,DF 平島 崇 39,DF 前田 浩二 26,DF 河口 真一 2,DF 三浦 泰年 5,MF 中払 大介 10,MF 野田 知 7,MF バデア 11,MF ビスコンティ 43,FW 久永 辰徳 24,FW 服部 浩紀 42,横浜国際総合競技場,晴,18.0,53%
1926,5702,GK 河野 和正 21,DF 清水 和男 17,DF 斎藤 大輔 3,DF 藏田 茂樹 5,DF 山内 貴雄 13,MF 金 都根 7,MF 原 信生 16,MF 森島 寛晃 8,MF 尹 晶煥 6,FW 大柴 健二 9,FW 盛田 剛平 18,GK 佐藤 洋平 1,DF 森 秀昭 3,DF 名塚 善寛 5,DF 大森 健作 6,MF 田渕 龍二 2,MF 野々村 芳和 7,MF ビジュ 8,MF アウミール 10,MF 大黒 将志 17,FW 播戸 竜二 11,FW ウィル 9,長居スタジアム,晴のち曇,10.6,46%
1927,5700,GK 楢崎 正剛 1,DF 大森 征之 4,DF 海本 慶治 2,DF 古賀 正紘 5,DF 平岡 直起 14,MF 酒井 友之 8,MF 山口 素弘 6,MF ウリダ 7,MF 岡山 哲也 21,MF ウェズレイ 11,FW ストイコビッチ 10,GK 西部 洋平 16,DF 山田 暢久 2,DF 井原 正巳 3,DF 西野 努 12,DF 土橋 正樹 4,MF 室井 市衛 21,MF 石井 俊也 6,MF 阿部 敏之 20,MF 小野 伸二 8,FW 岡野 雅行 7,FW トゥット 11,名古屋市瑞穂球技場,曇,8.6,46%
1928,5699,GK ヴァン ズワム 1,DF 鈴木 秀人 2,DF 田中 誠 5,DF 服部 年宏 6,MF 藤田 俊哉 10,MF 金沢 浄 20,MF 福西 崇史 23,MF 名波 浩 7,MF 奥 大介 8,FW 中山 雅史 9,FW 高原 直泰 19,GK 高嵜 理貴 1,DF 茶野 隆行 4,DF ミリノビッチ 5,DF 喜多 靖 3,MF 中西 永輔 2,MF 長谷部 茂利 8,MF 吉田 恵 13,MF 大柴 克友 9,FW 武藤 真一 7,FW 佐藤 寿人 14,FW 上村 崇士 18,ジュビロ磐田スタジアム,曇のち晴,11.6,32%
